age,gender,residence,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,location,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,TARGET_PREDICTION_PERCENT
19,M,H,0,1,3,0,1,3,3,R,4,3,1,0,1,1,4,5,84,85,65,78
20,M,H,0,1,2,0,1,3,4,U,3,3,1,0,3,1,4,3,97,95,84,92
20,M,H,0,1,0,0,0,3,3,U,5,4,0,0,4,0,5,3,98,88,98,95
19,F,H,0,1,4,1,1,3,3,R,4,3,0,0,1,0,4,4,93,83,72,83
19,M,H,0,1,2,1,0,2,2,R,3,2,1,0,3,1,4,4,94,91,75,87
20,M,H,1,1,3,0,0,3,3,U,3,3,0,1,1,1,4,4,92,90,70,84
21,F,H,0,1,4,0,0,3,5,U,4,4,1,1,1,0,6,5,95,92,74,87
20,F,H,0,1,4,0,1,3,4,U,4,4,1,0,1,1,5,5,91,86,61,79
21,M,H,0,1,5,0,1,3,3,U,3,3,1,0,2,1,5,4,78,90,67,78
20,M,H,0,1,7,0,0,1,3,R,3,3,1,0,2,0,3,4,78,93,70,80
18,M,H,1,1,2,0,1,3,4,R,3,3,0,0,3,0,6,4,95,94,78,89
19,M,H,1,1,5,1,1,4,4,R,4,3,1,0,1,0,4,4,86,88,60,78
20,F,H,1,1,6,0,1,3,4,R,3,2,0,0,1,0,7,4,86,95,70,84
19,F,H,0,1,2,0,1,4,4,U,5,5,1,1,1,1,5,4,97,94,72,88
21,M,H,0,1,2,0,1,4,4,U,4,4,1,0,1,1,5,4,95,94,78,89
19,M,H,0,1,2,0,1,3,4,U,4,4,1,0,1,0,4,5,97,96,87,93
19,M,H,0,1,2,0,0,3,1,R,2,3,1,0,1,1,4,4,91,82,79,84
19,M,H,0,1,3,0,1,4,3,U,5,4,1,1,3,1,4,5,89,81,63,78
21,M,H,0,1,2,0,0,1,1,R,1,1,0,0,2,1,6,1,55,69,72,65
18,F,H,0,1,3,0,1,4,4,U,5,3,1,0,1,1,5,4,99,94,71,88
18,F,H,0,1,3,0,1,5,4,U,5,5,1,0,1,0,5,5,98,96,83,92
19,M,H,0,1,2,1,1,3,5,R,2,3,0,0,1,0,17,5,98,96,85,93
19,F,H,0,1,3,1,0,3,4,R,3,3,1,0,1,1,6,4,98,98,74,90
19,F,H,0,1,3,0,1,4,4,U,4,4,1,0,1,0,6,5,96,90,83,90
19,F,H,0,1,5,0,1,3,3,U,4,4,1,0,1,1,5,4,95,93,80,89
18,F,H,1,1,3,0,1,3,5,U,4,4,1,1,1,1,7,5,94,90,67,84
19,M,H,1,1,5,0,1,3,3,R,3,3,1,0,4,1,5,4,76,78,70,75
19,F,H,0,1,2,0,1,5,4,U,5,5,1,1,1,0,5,5,98,97,87,94
19,M,H,0,1,0,0,1,4,4,U,4,1,1,0,1,0,4,4,88,85,65,79
20,M,H,1,1,9,0,0,3,3,R,3,3,1,0,2,1,6,3,80,78,70,76
18,M,H,0,1,0,0,1,5,4,U,5,4,0,0,1,0,5,5,86,96,71,84
20,M,H,1,1,6,0,1,3,5,U,3,3,1,0,1,1,5,4,90,96,70,85
21,M,H,1,1,4,0,1,3,4,U,4,4,1,0,1,0,4,4,78,91,73,81
18,M,H,1,1,8,0,1,4,4,U,4,5,0,0,1,0,5,4,92,91,77,87
19,M,H,1,1,3,0,1,5,4,U,5,3,0,0,1,1,4,5,95,92,79,89
20,F,H,1,1,6,0,0,5,5,U,5,5,1,1,1,1,4,5,96,90,75,87
20,M,H,1,1,2,0,0,3,3,U,3,3,1,0,1,0,4,4,93,90,77,87
20,M,H,1,1,3,0,0,3,3,U,4,4,1,0,1,1,4,4,86,93,89,89
19,M,D,0,1,1,0,0,2,1,U,5,5,0,0,1,1,4,1,79,76,68,74
18,F,H,0,1,3,0,1,5,5,U,5,5,1,0,1,1,3,5,96,98,82,92
19,M,H,0,1,1,0,0,4,4,U,4,4,1,0,1,1,4,5,95,96,85,92
20,F,H,0,1,8,0,0,5,5,U,4,3,1,0,1,0,5,5,97,96,82,92
20,M,H,0,1,1,0,0,4,4,U,4,4,1,1,1,1,4,4,95,98,89,94
21,M,H,1,1,8,0,1,2,3,R,3,4,1,0,1,0,4,4,96,97,89,94
20,M,D,0,1,3,0,1,2,3,U,4,3,0,0,1,0,4,5,84,78,87,83
19,M,D,0,1,1,0,0,1,1,U,5,5,0,0,4,1,4,5,62,69,72,68
20,M,H,0,1,4,0,0,3,4,R,3,3,1,0,1,0,4,5,92,96,73,87
19,F,H,1,1,3,0,1,3,3,U,5,4,1,0,1,1,6,5,90,88,72,83
21,M,D,0,1,1,0,0,2,3,U,3,3,0,0,1,0,3,3,91,84,90,88
20,M,D,0,1,1,0,1,2,3,U,3,3,1,0,1,1,4,4,85,77,83,82
19,M,H,1,1,0,0,1,4,5,U,4,4,1,1,2,1,6,4,94,86,90,90
20,M,H,0,1,8,0,0,4,5,U,3,4,1,0,1,0,5,5,93,92,90,92
20,M,H,0,1,8,0,0,3,3,U,2,2,1,0,1,1,3,3,94,94,81,90
19,M,H,0,1,3,0,0,4,4,U,5,5,1,1,1,1,3,5,94,94,79,89
19,F,H,0,1,3,0,1,3,4,R,3,3,0,0,1,0,4,5,91,78,87,85
19,F,H,0,1,2,0,1,3,3,U,3,3,0,0,1,1,10,4,95,93,86,91
20,F,H,0,1,1,0,0,3,4,U,4,4,1,0,1,0,4,5,96,95,96,96
22,M,H,1,1,4,1,0,3,2,U,3,3,1,0,1,0,4,3,98,99,75,91
24,M,H,1,1,4,0,1,3,4,R,4,4,1,0,1,1,4,5,94,90,69,84
22,M,H,1,1,22,0,1,5,4,U,4,3,0,0,1,0,5,3,93,88,70,84
24,M,H,1,1,10,0,1,3,4,R,3,3,0,0,1,0,7,5,81,91,65,79
24,M,H,1,1,4,0,1,3,4,U,4,3,1,0,3,0,6,5,85,92,66,81
24,M,H,1,1,3,1,0,3,3,U,3,2,0,0,1,1,3,4,94,82,68,81
23,M,D,0,1,5,0,1,3,5,R,4,4,1,0,1,1,7,5,100,77,75,84
23,F,H,0,1,4,1,0,3,3,U,5,4,0,0,1,0,3,5,90,92,62,81
25,M,H,1,1,4,0,0,2,3,U,1,2,0,0,1,1,6,3,92,82,66,80
28,M,H,1,1,1,0,0,3,3,R,4,3,1,0,3,1,4,4,95,76,65,79
22,M,H,1,1,5,0,1,3,4,U,3,3,1,0,2,0,6,4,70,76,62,69
25,M,H,1,1,6,0,1,3,4,R,4,3,0,0,1,0,6,5,85,80,62,76
24,M,H,1,1,6,0,1,3,4,R,3,3,0,0,2,1,4,4,80,91,64,78
27,M,H,1,1,5,0,0,3,3,R,1,1,0,0,1,1,6,4,90,85,66,80
23,M,H,1,1,5,0,1,3,4,R,3,3,0,0,1,1,4,5,61,80,64,68
24,M,H,1,1,7,0,1,4,5,U,5,3,1,0,1,1,6,5,92,89,65,82
20,M,H,0,1,7,0,0,4,3,U,4,5,0,0,1,0,4,5,93,90,65,83
22,M,H,0,1,2,0,1,3,3,R,3,3,1,0,3,0,4,4,88,83,64,78
25,M,H,1,1,4,0,1,3,3,U,4,3,1,0,1,1,5,3,81,72,60,71
20,M,H,0,1,0,0,1,3,4,U,4,4,1,0,1,0,3,3,94,90,78,87
21,F,H,0,1,4,1,0,3,5,R,3,2,0,0,1,1,5,4,92,82,75,83
20,M,H,0,1,0,0,0,3,1,U,3,3,1,0,3,0,4,3,70,80,80,77
23,F,H,0,1,6,0,0,3,3,R,3,3,1,0,2,1,5,5,88,92,72,84
22,F,H,1,1,14,0,0,3,3,U,3,1,0,0,1,0,6,3,89,75,58,74
21,M,H,1,1,5,1,1,3,4,U,3,4,0,0,1,0,6,5,80,78,60,73
21,M,H,1,1,4,1,1,2,4,R,5,3,1,0,1,0,4,5,90,90,80,87
21,M,H,0,1,2,1,1,3,5,U,3,2,0,0,1,1,5,5,79,81,75,78
20,F,H,1,1,4,0,0,3,3,U,5,5,1,1,1,0,3,5,95,90,69,85
22,M,H,1,1,5,0,1,3,4,U,3,3,0,0,1,1,5,4,91,80,70,80
19,M,H,1,1,4,1,1,2,4,R,3,3,0,0,1,1,4,2,97,90,70,86
20,F,H,0,1,2,0,1,3,5,U,4,4,1,0,1,1,5,4,84,84,81,83
19,F,H,1,1,4,0,0,3,3,R,4,3,0,0,3,0,6,5,94,75,71,80
20,M,H,0,1,6,0,0,3,6,U,3,2,1,0,0,0,6,4,90,91,92,95
19,F,H,1,1,1,0,0,3,4,R,3,3,1,0,1,0,4,5,86,94,89,86
20,M,H,0,1,6,0,1,2,9,R,1,1,0,0,1,0,4,5,80,79,78,84
21,M,H,1,1,6,0,6,1,5,U,5,1,1,0,1,0,4,5,83,92,69,81
19,M,H,1,1,7,1,1,5,5,U,4,3,1,0,1,0,4,5,78,86,76,86
19,M,H,0,1,3,1,1,4,5,U,4,3,1,0,1,0,5,5,90,97,78,77
18,F,H,0,1,4,1,1,3,5,R,1,3,0,0,1,0,8,5,80,90,98,81
20,F,H,0,1,2,1,1,3,4,U,3,3,1,0,1,0,4,4,79,80,76,89
19,M,H,0,1,6,1,1,4,4,U,5,3,1,0,1,0,4,5,63,79,78,88
19,M,D,1,1,3,1,1,4,5,U,5,1,1,0,1,0,8,5,83,90,77,71
19,M,H,0,1,8,0,1,4,5,U,3,5,1,1,1,0,3,5,90,94,80,75
19,M,H,0,1,3,1,1,2,5,R,3,1,0,0,1,0,4,5,76,80,87,75
18,F,H,0,1,1,1,1,3,2,R,3,3,0,0,1,0,4,5,70,75,90,89
19,M,D,1,1,5,0,1,4,4,U,5,5,1,0,1,0,4,5,94,94,91,92
20,F,H,0,1,1,1,1,2,4,R,3,1,0,0,1,0,4,5,75,80,72,75
19,M,D,1,1,3,0,1,1,2,U,4,4,1,1,1,0,4,4,75,80,73,89
19,M,D,0,1,7,1,0,4,5,R,2,2,0,0,1,0,7,5,88,97,70,72
19,M,H,0,1,8,1,0,4,4,R,1,1,0,0,4,0,4,4,50,65,69,71
19,M,D,1,1,6,0,1,3,5,U,5,3,1,1,1,0,4,5,90,88,90,91
20,M,H,0,1,5,1,1,4,5,R,4,4,0,0,1,0,4,5,84,92,70,80
20,M,H,1,1,4,1,1,1,5,R,1,1,0,0,1,0,6,5,81,86,49,73
20,M,H,0,1,8,1,1,3,4,R,2,1,1,0,1,0,4,5,86,93,88,75
20,M,D,0,1,9,1,0,3,4,R,3,2,0,0,1,0,4,5,77,83,91,72
19,M,D,1,1,2,0,1,1,4,U,5,5,1,0,2,0,4,5,81,80,95,75
19,M,D,0,1,6,1,1,3,4,U,3,1,1,1,1,0,4,5,89,95,80,84
19,M,D,1,1,8,1,1,1,5,U,2,3,0,0,1,0,4,5,88,90,82,79
19,M,D,1,1,6,0,1,4,5,R,4,3,0,0,1,0,6,5,71,85,83,66
20,M,D,0,1,9,0,0,5,5,R,4,4,1,1,1,0,3,5,75,78,70,66
19,M,H,1,1,7,1,1,4,5,R,4,4,0,0,2,0,4,4,71,79,91,72
18,M,H,0,1,8,0,1,3,4,R,3,1,0,0,1,0,5,5,89,95,80,78
18,M,H,1,1,4,1,1,5,5,R,5,5,0,0,1,0,4,5,92,93,84,66
20,M,D,1,1,7,0,1,4,5,U,4,3,1,0,1,0,4,5,75,75,88,70
20,M,H,1,1,4,0,1,4,5,R,4,4,1,0,1,0,5,5,89,89,85,91
21,M,H,1,1,6,0,1,4,5,U,4,2,0,0,1,0,4,5,72,76,76,77
18,F,H,1,1,2,0,1,2,3,U,4,4,1,0,1,0,4,5,86,80,87,84
20,M,D,1,1,2,1,1,3,4,U,4,3,0,0,1,0,4,5,70,69,89,84
21,M,D,0,1,3,0,0,1,2,U,3,5,1,0,1,1,4,5,80,80,92,80
21,M,H,0,1,5,0,1,1,4,U,5,3,1,1,1,0,3,4,73,72,86,75
20,M,D,0,1,5,0,1,3,4,U,4,4,1,1,1,0,4,5,75,78,74,82
20,F,H,0,0,4,0,1,4,3,U,5,5,1,0,1,0,4,3,72,77,88,83
20,M,D,0,1,4,1,0,3,4,U,2,2,1,0,1,0,5,5,75,75,87,79
21,M,D,0,1,8,1,1,4,5,U,5,2,1,0,1,0,3,5,84,86,85,87
19,M,H,0,1,0,1,1,2,5,R,2,1,0,0,1,0,5,4,79,81,75,93
21,M,D,0,1,2,0,1,3,5,U,3,5,1,0,1,0,4,5,66,67,68,71
20,M,H,1,1,3,1,1,2,5,U,3,3,1,1,1,0,4,5,66,72,57,93
20,M,H,0,1,2,0,1,3,5,U,5,3,1,0,1,0,4,4,72,76,77,92
20,M,H,0,1,6,0,1,3,4,U,4,4,1,0,1,0,4,5,78,76,75,79
19,M,D,0,1,6,0,1,5,5,U,5,5,1,1,1,0,5,5,66,71,81,79
20,F,H,0,1,6,1,1,5,5,R,5,5,1,1,1,0,4,5,70,75,89,88
20,M,H,1,1,2,0,0,3,5,R,3,3,1,0,1,0,4,5,91,89,80,81
20,M,D,0,1,5,0,1,2,3,U,5,2,1,0,1,0,4,3,77,70,86,91
20,M,H,1,1,4,1,1,4,4,R,5,5,1,1,1,0,4,5,84,82,67,83
20,M,H,0,1,6,0,1,3,4,U,3,3,1,0,1,0,4,5,84,83,89,68
19,M,H,1,1,4,0,1,3,4,R,3,3,1,0,1,0,3,3,80,83,75,75
20,M,H,0,1,4,1,1,3,5,R,4,3,0,0,1,0,5,5,75,76,89,87
21,F,D,0,1,2,0,1,3,4,U,1,1,1,0,1,0,4,5,82,83,64,85
20,M,H,1,1,3,0,1,3,5,R,2,1,0,0,1,0,4,3,83,80,98,75
20,F,H,0,1,2,1,1,3,3,R,3,1,0,0,1,0,5,5,79,79,60,82
19,F,H,0,1,2,1,1,4,4,R,3,3,0,0,1,0,4,4,87,85,67,84
20,M,H,0,1,2,1,0,3,4,R,3,2,0,0,1,0,5,4,93,96,78,88
18,M,H,1,1,6,1,1,3,4,U,3,1,0,0,1,0,6,5,71,85,89,91
20,F,D,1,1,5,1,0,3,5,U,4,3,1,0,1,0,5,5,93,90,67,88
20,F,H,0,1,3,0,1,1,2,U,2,3,0,0,1,0,2,2,92,90,57,81
20,F,H,0,1,5,0,1,3,3,R,1,1,0,0,1,0,4,4,79,75,80,79
20,F,H,0,1,5,0,1,3,3,R,1,1,0,0,1,0,4,4,79,75,96,76
20,M,D,0,1,4,1,1,4,5,U,4,5,0,0,1,0,4,5,88,87,86,72
20,M,H,0,1,1,1,1,3,4,U,4,3,1,0,1,0,5,3,81,83,47,87
19,M,D,0,1,5,1,0,3,4,U,3,4,1,0,1,0,4,5,91,97,49,88
21,F,D,0,1,7,0,1,3,5,R,2,4,1,0,1,0,4,5,83,81,56,87
19,M,D,0,1,2,1,1,3,5,U,3,4,1,0,1,0,4,5,68,67,75,76
22,M,H,0,1,3,1,0,3,3,R,1,1,0,0,1,0,3,5,75,75,78,73
20,M,D,0,1,8,0,0,1,3,U,2,2,0,0,1,0,3,4,87,90,90,78
21,F,H,0,1,4,1,1,3,5,U,1,1,0,0,1,0,4,5,85,82,66,58
21,M,D,0,1,6,0,0,3,4,U,3,3,0,0,1,0,4,4,75,76,34,79
21,M,H,1,1,6,1,1,2,4,U,2,1,1,0,1,0,5,5,82,82,46,85
21,M,H,0,1,2,1,0,4,5,U,4,3,1,0,1,0,4,5,84,83,66,60
20,F,D,0,1,7,1,0,3,4,U,2,3,1,0,1,0,4,5,88,88,78,80
19,M,D,0,1,2,0,1,4,5,U,3,3,1,0,1,1,3,5,91,89,87,88
21,M,D,0,1,4,1,1,1,3,U,2,2,0,1,1,0,4,4,88,88,45,84
20,M,H,0,1,2,0,0,3,5,U,4,2,1,0,1,0,4,5,81,76,22,65
20,M,D,0,1,8,1,1,3,5,U,1,1,1,1,1,0,4,4,79,70,77,76
20,M,H,0,1,4,1,1,2,5,U,2,5,1,0,1,0,4,5,76,80,89,76
20,M,H,0,1,3,1,1,3,4,R,4,3,1,1,1,0,4,5,72,71,76,83
20,F,D,0,1,6,0,0,3,5,U,2,3,1,0,1,0,5,5,87,85,45,80
21,F,D,1,1,4,1,1,3,4,U,3,3,1,0,1,0,3,5,88,88,65,80
20,M,D,1,1,3,0,1,3,5,R,1,1,0,0,1,1,4,5,87,77,87,77
20,M,D,0,1,5,0,1,4,5,U,3,4,0,0,1,0,4,5,76,80,76,95
21,M,H,1,1,8,1,1,3,5,R,1,1,0,0,1,0,4,5,73,75,76,95
20,M,H,0,1,4,0,1,3,4,R,4,3,0,0,1,0,4,4,78,79,88,76
20,M,D,1,1,2,1,1,3,4,U,3,3,0,0,1,0,3,5,58,60,86,70
20,F,H,1,1,2,1,0,3,5,R,1,1,0,0,1,0,5,5,79,81,80,70
20,M,D,0,1,6,0,1,4,4,U,5,5,1,0,1,0,4,5,85,60,83,79
21,M,D,1,1,7,0,1,3,5,U,4,3,1,1,1,0,4,5,60,70,78,91
21,M,H,0,1,5,0,0,4,5,U,5,5,1,0,2,0,6,4,80,75,90,79
20,M,D,0,1,3,1,0,3,4,U,2,1,1,1,1,0,4,1,88,84,80,74
21,M,H,0,1,1,1,1,4,5,R,5,5,0,0,1,0,4,5,77,70,79,88
21,F,H,1,1,6,1,1,3,5,U,3,1,1,0,1,0,4,5,84,84,76,83
20,M,D,1,1,4,1,1,4,5,U,4,3,1,0,1,1,4,5,90,65,83,77
21,M,H,1,1,1,1,1,3,4,R,3,2,0,0,2,0,4,3,82,76,90,76
20,F,H,0,1,7,0,1,5,5,U,3,3,0,0,1,0,4,5,80,76,77,79
21,M,H,1,1,5,1,1,3,4,U,4,3,1,1,1,0,4,3,92,85,75,80
20,F,H,0,1,4,0,0,2,3,R,2,2,0,0,0,1,5,2,88,91,79,86
22,F,D,1,0,6,1,1,5,5,U,5,5,0,1,3,0,3,5,90,94,82,87
23,M,H,0,1,7,0,1,4,3,R,3,4,0,0,2,1,4,4,91,88,77,83
21,M,H,1,1,6,0,1,3,4,R,4,3,1,0,1,0,6,3,89,92,80,85
20,F,D,0,0,4,1,0,2,4,U,1,1,1,0,0,0,3,2,87,89,78,84
22,M,H,1,1,5,1,1,3,4,R,4,3,0,0,2,1,5,4,93,86,76,81
21,F,D,0,1,6,0,1,4,3,R,3,3,1,0,1,0,4,3,90,91,79,86
23,F,D,1,1,7,1,1,5,5,R,5,4,0,0,3,1,3,5,92,88,77,83
20,M,H,0,0,4,0,0,2,2,U,2,2,0,0,0,0,6,2,88,90,81,87
21,M,D,1,1,6,1,1,3,3,R,3,3,1,1,2,1,4,4,89,92,79,85
22,F,H,0,1,5,0,1,4,4,U,4,4,0,0,1,0,3,3,91,87,75,80
23,F,D,1,0,7,1,1,5,5,R,5,5,0,1,2,1,5,5,93,89,78,84
20,M,H,0,1,4,0,0,2,3,R,2,2,1,0,1,0,4,2,87,91,82,86
21,F,D,1,1,6,1,1,4,4,U,4,4,0,0,3,1,3,4,90,92,80,87
22,M,H,0,1,5,0,1,3,3,R,3,3,0,0,0,0,6,3,89,88,77,82
23,M,H,1,1,7,1,1,4,4,U,4,4,0,1,2,1,5,5,91,89,78,83
20,F,D,0,0,4,0,0,2,2,R,2,2,0,0,0,0,4,2,88,90,79,85
21,F,D,1,1,6,1,1,3,3,U,3,3,0,0,1,0,3,3,92,91,76,81
22,M,H,0,1,5,0,1,4,4,R,4,4,0,1,2,1,6,4,90,87,75,80
23,M,H,1,1,7,1,1,5,5,U,5,5,1,1,3,1,5,5,89,92,82,86
20,F,H,0,1,4,0,0,2,3,R,2,2,1,1,1,0,4,2,93,88,77,82
21,M,D,1,1,6,1,1,4,4,U,4,4,1,0,0,0,3,3,90,90,78,84
22,F,D,0,0,5,0,1,5,5,R,5,5,0,0,2,1,5,5,88,91,80,86
23,M,H,1,1,7,1,1,3,3,R,3,3,0,0,3,1,6,4,92,89,76,81
20,F,D,0,1,4,0,0,2,2,U,2,2,1,1,1,0,4,2,87,92,79,85
21,F,D,1,0,6,1,1,4,3,R,4,3,1,0,0,0,3,3,89,90,77,83
22,M,H,0,1,5,0,1,5,4,R,5,4,0,0,2,1,5,5,91,88,82,87
23,M,H,1,1,7,1,1,2,2,U,2,2,1,1,3,1,6,3,93,89,78,82
20,F,D,0,0,4,0,0,3,3,R,3,3,1,0,1,0,4,2,90,91,80,86
21,M,D,1,1,6,1,1,4,4,U,4,4,0,1,2,1,5,4,88,92,76,81
22,F,H,0,1,5,0,1,5,5,R,5,5,1,1,3,1,6,5,89,88,77,83
23,F,H,1,1,7,1,1,3,3,U,3,3,0,1,0,0,3,3,87,90,79,85
20,M,D,0,1,4,0,0,4,3,R,4,3,0,1,1,0,4,3,91,91,82,87
21,F,D,1,0,6,1,1,2,2,R,2,2,0,0,2,1,5,2,92,89,78,84
22,M,H,0,1,5,0,1,3,3,U,3,3,0,0,3,1,6,4,88,92,76,80
23,M,H,1,1,7,1,1,4,4,R,4,4,1,1,0,0,3,3,89,87,77,82
20,F,D,0,0,4,0,0,5,5,U,5,5,0,0,1,0,4,2,91,90,79,86
21,F,D,1,1,6,1,1,3,3,R,3,3,1,0,2,1,5,5,93,88,80,87
22,M,H,0,1,5,0,1,4,4,U,4,4,1,0,3,1,6,3,90,92,77,83
23,M,H,1,1,7,1,1,2,2,R,2,2,0,0,0,0,3,2,88,91,79,85
20,F,D,0,1,4,0,0,3,3,U,3,3,0,1,1,0,4,3,92,89,76,81
21,M,D,1,0,6,1,1,4,4,R,4,4,1,1,2,1,5,4,89,90,78,84
22,F,H,0,1,5,0,1,5,5,U,5,5,0,0,3,1,6,5,87,91,82,86
23,F,H,1,1,7,1,1,3,3,R,3,3,1,0,0,0,3,3,88,88,77,83
20,M,D,0,1,4,0,0,4,3,U,4,3,0,1,1,0,4,2,90,89,79,85
21,F,D,1,0,6,1,1,2,2,R,2,2,1,0,2,1,5,2,93,92,80,87
22,M,H,0,1,5,0,1,3,3,U,3,3,0,1,3,1,6,4,91,87,76,80
23,M,H,1,1,7,1,1,4,4,R,4,4,0,1,0,0,3,3,89,92,79,85
20,F,D,0,0,4,0,0,5,5,U,5,5,1,1,1,0,4,2,92,91,81,86
21,M,D,1,1,6,1,1,3,3,R,3,3,0,1,2,1,5,5,90,90,78,83
22,F,H,0,1,5,0,1,4,4,U,4,4,1,0,3,1,6,5,88,88,77,82
23,F,H,1,1,7,1,1,2,2,R,2,2,1,0,0,0,3,3,89,91,79,84
20,M,D,0,1,4,0,0,3,3,U,3,3,1,0,1,0,4,3,91,89,80,87
21,F,D,1,0,6,1,1,4,4,R,4,4,0,1,2,1,5,4,88,92,76,81
22,M,H,0,1,5,0,1,5,5,U,5,5,0,0,3,1,6,4,87,90,78,83
23,M,H,1,1,7,1,1,3,3,R,3,3,0,1,0,0,3,3,90,87,79,86
20,F,D,0,0,4,0,0,4,3,U,4,3,1,0,1,0,4,2,92,92,81,87
21,F,D,1,1,6,1,1,2,2,R,2,2,0,1,2,1,5,5,91,89,77,82
22,M,H,0,1,5,0,1,3,3,U,3,3,0,1,3,1,6,4,89,90,76,80
23,M,H,1,1,7,1,1,4,4,R,4,4,1,0,0,0,3,3,88,91,79,84
20,F,D,0,1,4,0,0,5,5,U,5,5,1,0,1,0,4,2,90,92,80,86
21,M,D,1,0,6,1,1,3,3,R,3,3,1,0,2,1,5,5,88,87,78,83
22,F,H,0,1,5,0,1,4,4,U,4,4,1,0,3,1,6,5,87,90,77,82
23,F,H,1,1,7,1,1,2,2,R,2,2,1,1,0,0,3,3,89,91,79,85
20,M,D,0,0,4,0,0,3,3,U,3,3,0,0,1,0,4,3,92,88,80,87
21,F,D,1,0,6,1,1,4,4,R,4,4,0,0,2,1,5,4,90,92,76,81
22,M,H,0,1,5,0,1,5,5,U,5,5,0,0,3,1,6,4,87,89,78,83
23,M,H,1,1,7,1,1,3,3,R,3,3,0,1,0,0,3,3,88,90,79,86
20,F,D,0,1,4,0,0,4,3,U,4,3,0,0,1,0,4,2,90,91,80,85
21,M,D,1,1,6,1,1,3,3,R,3,3,1,0,2,1,5,4,88,92,77,82
22,F,H,0,1,5,0,1,4,4,U,4,4,0,0,3,1,6,5,87,90,78,83
23,F,H,1,1,7,1,1,2,2,R,2,2,0,1,0,0,3,3,89,91,79,85
20,M,D,0,0,4,0,0,3,3,U,3,3,0,1,1,0,4,3,92,88,80,87
21,F,D,1,0,6,1,1,4,4,R,4,4,1,1,2,1,5,4,90,92,76,81
22,M,H,0,1,5,0,1,5,5,U,5,5,0,0,3,1,6,4,87,89,78,83
23,M,H,1,1,7,1,1,3,3,R,3,3,1,1,0,0,3,3,88,90,79,86
20,F,D,0,0,4,0,0,4,3,U,4,3,1,1,1,0,4,2,90,91,80,85
21,F,D,1,1,6,1,1,2,2,R,2,2,0,1,2,1,5,5,91,89,77,82
22,M,H,0,1,5,0,1,3,3,U,3,3,0,1,3,1,6,4,89,90,76,80
23,M,H,1,1,7,1,1,4,4,R,4,4,1,1,0,0,3,3,88,91,79,84
20,F,D,0,1,4,0,0,5,5,U,5,5,1,0,1,0,4,2,90,92,80,86
21,M,D,1,0,6,1,1,3,3,R,3,3,0,1,2,1,5,5,88,87,78,83
22,F,H,0,1,5,0,1,4,4,U,4,4,1,0,3,1,6,5,87,90,77,82
23,F,H,1,1,7,1,1,2,2,R,2,2,1,0,0,0,3,3,89,91,79,85
20,M,D,0,0,4,0,0,3,3,U,3,3,1,1,1,0,4,3,92,88,80,87
21,F,D,1,0,6,1,1,4,4,R,4,4,1,1,2,1,5,4,90,92,76,81
22,M,H,0,1,5,0,1,5,5,U,5,5,0,0,3,1,6,4,87,89,78,83
23,M,H,1,1,7,1,1,3,3,R,3,3,1,1,0,0,3,3,88,90,79,86
20,F,D,0,0,4,0,0,4,3,U,4,3,0,1,1,0,4,2,90,91,80,85
21,F,D,1,1,6,1,1,2,2,R,2,2,0,0,2,1,5,5,91,89,77,82
22,M,H,0,1,5,0,1,3,3,U,3,3,1,1,3,1,6,4,89,90,76,80
23,M,H,1,1,7,1,1,4,4,R,4,4,1,1,0,0,3,3,88,91,79,84
20,F,D,0,1,4,0,0,5,5,U,5,5,1,1,1,0,4,2,90,92,80,86
21,M,D,1,0,6,1,1,3,3,R,3,3,1,1,2,1,5,5,88,87,78,83
22,F,H,0,1,5,0,1,4,4,U,4,4,0,0,3,1,6,5,87,90,77,82
23,F,H,1,1,7,1,1,2,2,R,2,2,0,0,0,0,3,3,89,91,79,85
20,M,D,0,0,4,0,0,3,3,U,3,3,0,0,1,0,4,3,92,88,80,87
21,F,D,1,0,6,1,1,4,4,R,4,4,0,1,2,1,5,4,90,92,76,81
22,M,H,0,1,5,0,1,5,5,U,5,5,1,1,3,1,6,4,87,89,78,83
26,F,H,0,0,9,1,1,3,3,R,3,2,1,0,3,1,4,5,69,61,64,63
23,M,D,1,0,6,0,1,5,3,U,4,3,1,0,1,1,5,4,73,58,80,75
24,M,H,1,0,8,1,1,5,4,R,2,1,1,1,3,0,5,4,51,60,82,64
25,F,D,1,1,9,0,1,1,3,R,3,3,1,1,2,0,5,2,55,71,55,63
27,M,H,1,1,9,0,0,5,5,U,3,2,1,0,1,0,5,3,62,80,76,63
23,F,H,0,1,9,0,0,4,4,R,4,2,1,0,3,1,4,3,74,56,65,84
21,M,H,1,1,7,1,1,3,4,R,2,2,1,0,1,1,5,1,71,63,84,61
20,M,D,1,0,10,0,1,2,5,R,1,2,1,0,3,1,4,2,80,76,63,71
23,F,H,1,0,7,0,0,1,5,U,2,2,1,1,4,1,4,3,80,81,82,85
28,M,D,0,0,6,0,1,3,3,U,1,3,1,0,0,0,4,3,64,63,85,85
22,F,H,0,0,8,1,1,5,3,R,1,3,0,0,2,0,5,5,51,74,55,70
22,M,D,1,0,9,1,1,5,5,R,4,1,1,1,2,1,4,4,65,69,90,66
